Year,Month,Day,Temperature,Date,Radiator_Temperature,Heatloss_kWh_day,COP,Pump_Electricity_kWh_day
2012.0,11.0,11.0,7.3,2012-01-11,33.4,182.67,13.1,13.94
2012.0,11.0,12.0,4.1,2012-01-12,36.3,225.33,11.77,19.14
2012.0,11.0,13.0,1.5,2012-01-13,38.6,260.0,10.9,23.85
2012.0,11.0,14.0,8.7,2012-01-14,32.1,164.0,13.81,11.88
2012.0,11.0,15.0,5.8,2012-01-15,34.7,202.67,12.46,16.27
2012.0,11.0,16.0,5.9,2012-01-16,34.6,201.33,12.51,16.09
2012.0,11.0,17.0,6.5,2012-01-17,34.1,193.33,12.75,15.16
2012.0,11.0,18.0,4.8,2012-01-18,35.6,216.0,12.06,17.91
2012.0,11.0,19.0,4.1,2012-01-19,36.3,225.33,11.77,19.14
2012.0,11.0,20.0,5.9,2012-01-20,34.6,201.33,12.51,16.09
2012.0,11.0,21.0,7.0,2012-01-21,33.6,186.67,13.0,14.36
2012.0,11.0,22.0,6.2,2012-01-22,34.4,197.33,12.6,15.66
2012.0,11.0,23.0,6.3,2012-01-23,34.3,196.0,12.65,15.49
2012.0,11.0,24.0,5.2,2012-01-24,35.3,210.67,12.19,17.28
2012.0,11.0,25.0,0.7,2012-01-25,39.3,270.67,10.66,25.39
2012.0,11.0,26.0,2.2,2012-01-26,38.0,250.67,11.11,22.56
2012.0,11.0,27.0,2.6,2012-01-27,37.6,245.33,11.26,21.79
2012.0,11.0,28.0,0.7,2012-01-28,39.3,270.67,10.66,25.39
2012.0,11.0,29.0,-0.9,2012-01-29,40.6,292.0,10.25,28.49
2012.0,11.0,30.0,-3.2,2012-01-30,42.3,322.67,9.77,33.03
2012.0,12.0,1.0,-7.4,2012-01-01,45.4,378.67,9.0,42.07
2012.0,12.0,2.0,-11.1,2012-01-02,48.1,428.0,8.43,50.77
2012.0,12.0,3.0,-16.2,2012-01-03,51.9,496.0,7.76,63.92
2012.0,12.0,4.0,-10.6,2012-01-04,47.8,421.33,8.49,49.63
2012.0,12.0,5.0,-4.2,2012-01-05,43.0,336.0,9.58,35.07
2012.0,12.0,6.0,-2.0,2012-01-06,41.4,306.67,10.02,30.61
2012.0,12.0,7.0,-4.3,2012-01-07,43.1,337.33,9.55,35.32
2012.0,12.0,8.0,-8.1,2012-01-08,45.9,388.0,8.89,43.64
2012.0,12.0,9.0,-12.2,2012-01-09,48.9,442.67,8.28,53.46
2012.0,12.0,10.0,-6.6,2012-01-10,44.8,368.0,9.14,40.26
2012.0,12.0,11.0,-3.2,2012-01-11,42.3,322.67,9.77,33.03
2012.0,12.0,12.0,-6.3,2012-01-12,44.6,364.0,9.18,39.65
2012.0,12.0,13.0,-10.0,2012-01-13,47.3,413.33,8.59,48.12
2012.0,12.0,14.0,-9.4,2012-01-14,46.9,405.33,8.67,46.75
2012.0,12.0,15.0,-0.5,2012-01-15,40.3,286.67,10.34,27.72
2012.0,12.0,16.0,-0.2,2012-01-16,40.1,282.67,10.41,27.15
2012.0,12.0,17.0,-0.2,2012-01-17,40.1,282.67,10.41,27.15
2012.0,12.0,18.0,-1.9,2012-01-18,41.4,305.33,10.02,30.47
2012.0,12.0,19.0,-2.5,2012-01-19,41.8,313.33,9.9,31.65
2012.0,12.0,20.0,-3.0,2012-01-20,42.2,320.0,9.79,32.69
2012.0,12.0,21.0,-4.2,2012-01-21,43.0,336.0,9.58,35.07
2012.0,12.0,22.0,-4.2,2012-01-22,43.0,336.0,9.58,35.07
2012.0,12.0,23.0,-5.0,2012-01-23,43.6,346.67,9.43,36.76
2012.0,12.0,24.0,-4.0,2012-01-24,42.9,333.33,9.61,34.69
2012.0,12.0,25.0,-2.9,2012-01-25,42.1,318.67,9.82,32.45
2012.0,12.0,26.0,-0.6,2012-01-26,40.4,288.0,10.31,27.93
2012.0,12.0,27.0,-0.6,2012-01-27,40.4,288.0,10.31,27.93
2012.0,12.0,28.0,-4.8,2012-01-28,43.5,344.0,9.45,36.4
2012.0,12.0,29.0,-0.6,2012-01-29,40.4,288.0,10.31,27.93
2012.0,12.0,30.0,3.2,2012-01-30,37.1,237.33,11.45,20.73
2012.0,12.0,31.0,2.9,2012-01-31,37.3,241.33,11.37,21.23
2013.0,1.0,1.0,3.8,2013-01-01,36.5,229.33,11.68,19.63
2013.0,1.0,2.0,0.6,2013-01-02,39.4,272.0,10.63,25.59
2013.0,1.0,3.0,-0.4,2013-01-03,40.3,285.33,10.34,27.59
2013.0,1.0,4.0,2.4,2013-01-04,37.8,248.0,11.19,22.16
2013.0,1.0,5.0,-3.2,2013-01-05,42.3,322.67,9.77,33.03
2013.0,1.0,6.0,-2.5,2013-01-06,41.8,313.33,9.9,31.65
2013.0,1.0,7.0,-0.9,2013-01-07,40.6,292.0,10.25,28.49
2013.0,1.0,8.0,0.4,2013-01-08,39.6,274.67,10.57,25.99
2013.0,1.0,9.0,-1.1,2013-01-09,40.8,294.67,10.19,28.92
2013.0,1.0,10.0,-2.1,2013-01-10,41.5,308.0,9.99,30.83
2013.0,1.0,11.0,-2.7,2013-01-11,41.9,316.0,9.88,31.98
2013.0,1.0,12.0,-4.6,2013-01-12,43.3,341.33,9.5,35.93
2013.0,1.0,13.0,-6.9,2013-01-13,45.0,372.0,9.09,40.92
2013.0,1.0,14.0,-6.9,2013-01-14,45.0,372.0,9.09,40.92
2013.0,1.0,15.0,-4.7,2013-01-15,43.4,342.67,9.48,36.15
2013.0,1.0,16.0,-2.9,2013-01-16,42.1,318.67,9.82,32.45
2013.0,1.0,17.0,-4.0,2013-01-17,42.9,333.33,9.61,34.69
2013.0,1.0,18.0,-10.1,2013-01-18,47.4,414.67,8.57,48.39
2013.0,1.0,19.0,-16.7,2013-01-19,52.2,502.67,7.71,65.2
2013.0,1.0,20.0,-5.2,2013-01-20,43.8,349.33,9.38,37.24
2013.0,1.0,21.0,-5.9,2013-01-21,44.3,358.67,9.26,38.73
2013.0,1.0,22.0,-12.6,2013-01-22,49.2,448.0,8.22,54.5
2013.0,1.0,23.0,-12.2,2013-01-23,48.9,442.67,8.28,53.46
2013.0,1.0,24.0,-13.7,2013-01-24,50.0,462.67,8.08,57.26
2013.0,1.0,25.0,-12.5,2013-01-25,49.2,446.67,8.22,54.34
2013.0,1.0,26.0,-4.8,2013-01-26,43.5,344.0,9.45,36.4
2013.0,1.0,27.0,-3.6,2013-01-27,42.6,328.0,9.69,33.85
2013.0,1.0,28.0,1.7,2013-01-28,38.4,257.33,10.97,23.46
2013.0,1.0,29.0,1.8,2013-01-29,38.3,256.0,11.01,23.25
2013.0,1.0,30.0,2.7,2013-01-30,37.5,244.0,11.3,21.59
2013.0,1.0,31.0,1.8,2013-01-31,38.3,256.0,11.01,23.25
2013.0,2.0,1.0,-2.8,2013-01-01,42.0,317.33,9.85,32.22
2013.0,2.0,2.0,-5.6,2013-01-02,44.1,354.67,9.3,38.14
2013.0,2.0,3.0,-5.0,2013-01-03,43.6,346.67,9.43,36.76
2013.0,2.0,4.0,-1.1,2013-01-04,40.8,294.67,10.19,28.92
2013.0,2.0,5.0,0.4,2013-01-05,39.6,274.67,10.57,25.99
2013.0,2.0,6.0,-1.0,2013-01-06,40.7,293.33,10.22,28.7
2013.0,2.0,7.0,-0.9,2013-01-07,40.6,292.0,10.25,28.49
2013.0,2.0,8.0,-1.4,2013-01-08,41.0,298.67,10.13,29.48
2013.0,2.0,9.0,-4.1,2013-01-09,43.0,334.67,9.58,34.93
2013.0,2.0,10.0,-5.8,2013-01-10,44.2,357.33,9.28,38.51
2013.0,2.0,11.0,-3.8,2013-01-11,42.8,330.67,9.63,34.34
2013.0,2.0,12.0,-1.5,2013-01-12,41.1,300.0,10.1,29.7
2013.0,2.0,13.0,-1.5,2013-01-13,41.1,300.0,10.1,29.7
2013.0,2.0,14.0,0.1,2013-01-14,39.9,278.67,10.47,26.62
2013.0,2.0,15.0,0.3,2013-01-15,39.7,276.0,10.53,26.21
2013.0,2.0,16.0,0.6,2013-01-16,39.4,272.0,10.63,25.59
2013.0,2.0,17.0,0.3,2013-01-17,39.7,276.0,10.53,26.21
2013.0,2.0,18.0,-0.9,2013-01-18,40.6,292.0,10.25,28.49
2013.0,2.0,19.0,-1.0,2013-01-19,40.7,293.33,10.22,28.7
2013.0,2.0,20.0,-2.4,2013-01-20,41.7,312.0,9.93,31.42
2013.0,2.0,21.0,-5.1,2013-01-21,43.7,348.0,9.4,37.02
2013.0,2.0,22.0,-3.5,2013-01-22,42.5,326.67,9.71,33.64
2013.0,2.0,23.0,-2.5,2013-01-23,41.8,313.33,9.9,31.65
2013.0,2.0,24.0,-5.9,2013-01-24,44.3,358.67,9.26,38.73
2013.0,2.0,25.0,-5.8,2013-01-25,44.2,357.33,9.28,38.51
2013.0,2.0,26.0,-3.5,2013-01-26,42.5,326.67,9.71,33.64
2013.0,2.0,27.0,3.0,2013-01-27,37.3,240.0,11.37,21.11
2013.0,2.0,28.0,1.4,2013-01-28,38.7,261.33,10.87,24.04
2013.0,3.0,1.0,1.0,2013-01-01,39.1,266.67,10.73,24.85
2013.0,3.0,2.0,-0.7,2013-01-02,40.5,289.33,10.28,28.14
2013.0,3.0,3.0,-1.1,2013-01-03,40.8,294.67,10.19,28.92
2013.0,3.0,4.0,0.1,2013-01-04,39.9,278.67,10.47,26.62
2013.0,3.0,5.0,1.3,2013-01-05,38.8,262.67,10.83,24.25
2013.0,3.0,6.0,1.4,2013-01-06,38.7,261.33,10.87,24.04
2013.0,3.0,7.0,-2.6,2013-01-07,41.9,314.67,9.88,31.85
2013.0,3.0,8.0,-4.5,2013-01-08,43.3,340.0,9.5,35.79
2013.0,3.0,9.0,-6.2,2013-01-09,44.5,362.67,9.21,39.38
2013.0,3.0,10.0,-8.4,2013-01-10,46.1,392.0,8.84,44.34
2013.0,3.0,11.0,-6.7,2013-01-11,44.9,369.33,9.11,40.54
2013.0,3.0,12.0,-4.0,2013-01-12,42.9,333.33,9.61,34.69
2013.0,3.0,13.0,-7.3,2013-01-13,45.3,377.33,9.02,41.83
2013.0,3.0,14.0,-8.2,2013-01-14,46.0,389.33,8.87,43.89
2013.0,3.0,15.0,-7.0,2013-01-15,45.1,373.33,9.07,41.16
2013.0,3.0,16.0,-4.4,2013-01-16,43.2,338.67,9.53,35.54
2013.0,3.0,17.0,-2.1,2013-01-17,41.5,308.0,9.99,30.83
2013.0,3.0,18.0,-5.7,2013-01-18,44.2,356.0,9.28,38.36
2013.0,3.0,19.0,-6.3,2013-01-19,44.6,364.0,9.18,39.65
2013.0,3.0,20.0,-4.7,2013-01-20,43.4,342.67,9.48,36.15
2013.0,3.0,21.0,-4.4,2013-01-21,43.2,338.67,9.53,35.54
2013.0,3.0,22.0,-6.5,2013-01-22,44.7,366.67,9.16,40.03
2013.0,3.0,23.0,-4.8,2013-01-23,43.5,344.0,9.45,36.4
2013.0,3.0,24.0,-3.5,2013-01-24,42.5,326.67,9.71,33.64
2013.0,3.0,25.0,-2.4,2013-01-25,41.7,312.0,9.93,31.42
2013.0,3.0,26.0,-1.2,2013-01-26,40.8,296.0,10.19,29.05
2013.0,3.0,27.0,0.2,2013-01-27,39.8,277.33,10.5,26.41
2013.0,3.0,28.0,-0.5,2013-01-28,40.3,286.67,10.34,27.72
2013.0,3.0,29.0,-2.0,2013-01-29,41.4,306.67,10.02,30.61
2013.0,3.0,30.0,-1.1,2013-01-30,40.8,294.67,10.19,28.92
2013.0,3.0,31.0,-1.1,2013-01-31,40.8,294.67,10.19,28.92
2013.0,4.0,1.0,-0.7,2013-01-01,40.5,289.33,10.28,28.14
2013.0,4.0,2.0,0.1,2013-01-02,39.9,278.67,10.47,26.62
2013.0,4.0,3.0,2.7,2013-01-03,37.5,244.0,11.3,21.59
2013.0,4.0,4.0,3.2,2013-01-04,37.1,237.33,11.45,20.73
2013.0,4.0,5.0,1.1,2013-01-05,39.0,265.33,10.76,24.66
2013.0,4.0,6.0,0.5,2013-01-06,39.5,273.33,10.6,25.79
2013.0,4.0,7.0,-0.2,2013-01-07,40.1,282.67,10.41,27.15
2013.0,4.0,8.0,-1.4,2013-01-08,41.0,298.67,10.13,29.48
2013.0,4.0,9.0,-0.5,2013-01-09,40.3,286.67,10.34,27.72
2013.0,4.0,10.0,-0.1,2013-01-10,40.0,281.33,10.44,26.95
2013.0,4.0,11.0,2.1,2013-01-11,38.1,252.0,11.08,22.74
2013.0,4.0,12.0,2.6,2013-01-12,37.6,245.33,11.26,21.79
2013.0,4.0,13.0,1.7,2013-01-13,38.4,257.33,10.97,23.46
2013.0,4.0,14.0,4.7,2013-01-14,35.7,217.33,12.02,18.08
2013.0,4.0,15.0,6.3,2013-01-15,34.3,196.0,12.65,15.49
2013.0,4.0,16.0,6.1,2013-01-16,34.5,198.67,12.56,15.82
2013.0,4.0,17.0,9.1,2013-01-17,31.7,158.67,14.05,11.29
2013.0,4.0,18.0,8.4,2013-01-18,32.4,168.0,13.64,12.32
2013.0,4.0,19.0,6.8,2013-01-19,33.8,189.33,12.9,14.68
2013.0,4.0,20.0,6.1,2013-01-20,34.5,198.67,12.56,15.82
2013.0,4.0,21.0,7.4,2013-01-21,33.3,181.33,13.15,13.79
2013.0,4.0,22.0,5.9,2013-01-22,34.6,201.33,12.51,16.09
2013.0,4.0,23.0,7.2,2013-01-23,33.5,184.0,13.05,14.1
2013.0,4.0,24.0,7.8,2013-01-24,32.9,176.0,13.36,13.17
2013.0,4.0,25.0,9.3,2013-01-25,31.6,156.0,14.11,11.06
2013.0,4.0,26.0,6.4,2013-01-26,34.2,194.67,12.7,15.33
2013.0,4.0,27.0,6.2,2013-01-27,34.4,197.33,12.6,15.66
2013.0,4.0,28.0,6.7,2013-01-28,33.9,190.67,12.85,14.84
2013.0,4.0,29.0,7.7,2013-01-29,33.0,177.33,13.31,13.32
2013.0,4.0,30.0,7.6,2013-01-30,33.1,178.67,13.26,13.47
2013.0,5.0,1.0,7.6,2013-01-01,33.1,178.67,13.26,13.47
2013.0,5.0,2.0,8.1,2013-01-02,32.6,172.0,13.53,12.71
2013.0,5.0,3.0,8.9,2013-01-03,31.9,161.33,13.93,11.58
2013.0,5.0,4.0,12.0,2013-01-04,29.1,120.0,15.82,7.59
2013.0,5.0,5.0,11.9,2013-01-05,29.2,121.33,15.75,7.7
2013.0,5.0,6.0,13.2,2013-01-06,28.0,104.0,16.73,6.22
2013.0,5.0,7.0,16.0,2013-01-07,25.5,66.67,19.27,3.46
2013.0,5.0,8.0,14.9,2013-01-08,26.5,81.33,18.16,4.48
2013.0,5.0,9.0,14.2,2013-01-09,27.1,90.67,17.56,5.16
2013.0,5.0,10.0,15.4,2013-01-10,26.1,74.67,18.59,4.02
2013.0,5.0,11.0,12.4,2013-01-11,28.8,114.67,16.06,7.14
2013.0,5.0,12.0,12.7,2013-01-12,28.5,110.67,16.31,6.79
2013.0,5.0,13.0,12.4,2013-01-13,28.8,114.67,16.06,7.14
2013.0,5.0,14.0,9.2,2013-01-14,31.7,157.33,14.05,11.2
2013.0,5.0,15.0,10.3,2013-01-15,30.7,142.67,14.68,9.72
2013.0,5.0,16.0,13.9,2013-01-16,27.4,94.67,17.27,5.48
2013.0,5.0,17.0,17.0,2013-01-17,24.6,53.33,20.39,2.62
2013.0,5.0,18.0,16.9,2013-01-18,24.7,54.67,20.26,2.7
2013.0,5.0,19.0,16.3,2013-01-19,25.2,62.67,19.63,3.19
2013.0,5.0,20.0,17.4,2013-01-20,24.3,48.0,20.8,2.31
2013.0,5.0,21.0,14.6,2013-01-21,26.8,85.33,17.85,4.78
2013.0,5.0,22.0,12.4,2013-01-22,28.8,114.67,16.06,7.14
2013.0,5.0,23.0,13.1,2013-01-23,28.1,105.33,16.64,6.33
2013.0,5.0,24.0,13.7,2013-01-24,27.6,97.33,17.09,5.7
2013.0,5.0,25.0,14.4,2013-01-25,27.0,88.0,17.66,4.98
2013.0,5.0,26.0,14.6,2013-01-26,26.8,85.33,17.85,4.78
2013.0,5.0,27.0,14.4,2013-01-27,27.0,88.0,17.66,4.98
2013.0,5.0,28.0,17.3,2013-01-28,24.3,49.33,20.8,2.37
2013.0,5.0,29.0,16.7,2013-01-29,24.9,57.33,20.0,2.87
2013.0,5.0,30.0,18.1,2013-01-30,23.6,38.67,21.82,1.77
2013.0,5.0,31.0,17.7,2013-01-31,24.0,44.0,21.22,2.07
2013.0,6.0,1.0,16.9,2013-01-01,24.7,54.67,20.26,2.7
2013.0,6.0,2.0,18.0,2013-01-02,23.7,40.0,21.67,1.85
2013.0,6.0,3.0,15.0,2013-01-03,26.4,80.0,18.27,4.38
2013.0,6.0,4.0,10.6,2013-01-04,30.4,138.67,14.88,9.32
2013.0,6.0,5.0,14.2,2013-01-05,27.1,90.67,17.56,5.16
2013.0,6.0,6.0,16.4,2013-01-06,25.2,61.33,19.63,3.12
2013.0,6.0,7.0,18.5,2013-01-07,23.3,33.33,22.29,1.5
2013.0,6.0,8.0,15.8,2013-01-08,25.7,69.33,19.04,3.64
2013.0,6.0,9.0,12.3,2013-01-09,28.9,116.0,15.98,7.26
2013.0,6.0,10.0,12.7,2013-01-10,28.5,110.67,16.31,6.79
2013.0,6.0,11.0,14.4,2013-01-11,27.0,88.0,17.66,4.98
2013.0,6.0,12.0,17.3,2013-01-12,24.3,49.33,20.8,2.37
2013.0,6.0,13.0,15.0,2013-01-13,26.4,80.0,18.27,4.38
2013.0,6.0,14.0,15.0,2013-01-14,26.4,80.0,18.27,4.38
2013.0,6.0,15.0,15.8,2013-01-15,25.7,69.33,19.04,3.64
2013.0,6.0,16.0,14.1,2013-01-16,27.2,92.0,17.46,5.27
2013.0,6.0,17.0,15.3,2013-01-17,26.1,76.0,18.59,4.09
2013.0,6.0,18.0,14.6,2013-01-18,26.8,85.33,17.85,4.78
2013.0,6.0,19.0,16.6,2013-01-19,25.0,58.67,19.88,2.95
2013.0,6.0,20.0,18.0,2013-01-20,23.7,40.0,21.67,1.85
2013.0,6.0,21.0,18.8,2013-01-21,23.0,29.33,22.78,1.29
2013.0,6.0,22.0,18.0,2013-01-22,23.7,40.0,21.67,1.85
2013.0,6.0,23.0,19.2,2013-01-23,22.6,24.0,23.47,1.02
2013.0,6.0,24.0,19.7,2013-01-24,22.2,17.33,24.21,0.72
2013.0,6.0,25.0,19.5,2013-01-25,22.4,20.0,23.83,0.84
2013.0,6.0,26.0,16.5,2013-01-26,25.1,60.0,19.75,3.04
2013.0,6.0,27.0,17.7,2013-01-27,24.0,44.0,21.22,2.07
2013.0,6.0,28.0,17.8,2013-01-28,23.9,42.67,21.37,2.0
2013.0,6.0,29.0,16.9,2013-01-29,24.7,54.67,20.26,2.7
2013.0,6.0,30.0,16.3,2013-01-30,25.2,62.67,19.63,3.19
2013.0,7.0,1.0,17.3,2013-01-01,24.3,49.33,20.8,2.37
2013.0,7.0,2.0,16.3,2013-01-02,25.2,62.67,19.63,3.19
2013.0,7.0,3.0,16.9,2013-01-03,24.7,54.67,20.26,2.7
2013.0,7.0,4.0,17.7,2013-01-04,24.0,44.0,21.22,2.07
2013.0,7.0,5.0,18.2,2013-01-05,23.5,37.33,21.97,1.7
2013.0,7.0,6.0,18.2,2013-01-06,23.5,37.33,21.97,1.7
2013.0,7.0,7.0,21.0,2013-01-07,0.0,0.0,0.0,0.0
2013.0,7.0,8.0,17.2,2013-01-08,24.4,50.67,20.66,2.45
2013.0,7.0,9.0,19.8,2013-01-09,22.1,16.0,24.4,0.66
2013.0,7.0,10.0,15.0,2013-01-10,26.4,80.0,18.27,4.38
2013.0,7.0,11.0,15.2,2013-01-11,26.2,77.33,18.48,4.18
2013.0,7.0,12.0,16.9,2013-01-12,24.7,54.67,20.26,2.7
2013.0,7.0,13.0,20.2,2013-01-13,21.7,10.67,25.2,0.42
2013.0,7.0,14.0,14.3,2013-01-14,27.1,89.33,17.56,5.09
2013.0,7.0,15.0,17.7,2013-01-15,24.0,44.0,21.22,2.07
2013.0,7.0,16.0,18.0,2013-01-16,23.7,40.0,21.67,1.85
2013.0,7.0,17.0,18.8,2013-01-17,23.0,29.33,22.78,1.29
2013.0,7.0,18.0,19.7,2013-01-18,22.2,17.33,24.21,0.72
2013.0,7.0,19.0,15.8,2013-01-19,25.7,69.33,19.04,3.64
2013.0,7.0,20.0,16.2,2013-01-20,25.3,64.0,19.51,3.28
2013.0,7.0,21.0,17.3,2013-01-21,24.3,49.33,20.8,2.37
2013.0,7.0,22.0,15.1,2013-01-22,26.3,78.67,18.37,4.28
2013.0,7.0,23.0,15.2,2013-01-23,26.2,77.33,18.48,4.18
2013.0,7.0,24.0,18.4,2013-01-24,23.3,34.67,22.29,1.56
2013.0,7.0,25.0,20.1,2013-01-25,21.8,12.0,25.0,0.48
2013.0,7.0,26.0,21.6,2013-01-26,0.0,0.0,0.0,0.0
2013.0,7.0,27.0,21.6,2013-01-27,0.0,0.0,0.0,0.0
2013.0,7.0,28.0,21.4,2013-01-28,0.0,0.0,0.0,0.0
2013.0,7.0,29.0,21.0,2013-01-29,0.0,0.0,0.0,0.0
2013.0,7.0,30.0,18.0,2013-01-30,23.7,40.0,21.67,1.85
2013.0,7.0,31.0,16.7,2013-01-31,24.9,57.33,20.0,2.87
2013.0,8.0,1.0,15.8,2013-01-01,25.7,69.33,19.04,3.64
2013.0,8.0,2.0,20.0,2013-01-02,21.9,13.33,24.79,0.54
2013.0,8.0,3.0,21.9,2013-01-03,0.0,0.0,0.0,0.0
2013.0,8.0,4.0,20.4,2013-01-04,21.5,8.0,25.62,0.31
2013.0,8.0,5.0,20.4,2013-01-05,21.5,8.0,25.62,0.31
2013.0,8.0,6.0,20.6,2013-01-06,21.4,5.33,25.84,0.21
2013.0,8.0,7.0,20.7,2013-01-07,21.3,4.0,26.06,0.15
2013.0,8.0,8.0,17.3,2013-01-08,24.3,49.33,20.8,2.37
2013.0,8.0,9.0,16.2,2013-01-09,25.3,64.0,19.51,3.28
2013.0,8.0,10.0,16.8,2013-01-10,24.8,56.0,20.13,2.78
2013.0,8.0,11.0,17.0,2013-01-11,24.6,53.33,20.39,2.62
2013.0,8.0,12.0,15.7,2013-01-12,25.8,70.67,18.92,3.74
2013.0,8.0,13.0,15.6,2013-01-13,25.9,72.0,18.81,3.83
2013.0,8.0,14.0,14.8,2013-01-14,26.6,82.67,18.06,4.58
2013.0,8.0,15.0,16.1,2013-01-15,25.4,65.33,19.39,3.37
2013.0,8.0,16.0,17.5,2013-01-16,24.2,46.67,20.94,2.23
2013.0,8.0,17.0,18.1,2013-01-17,23.6,38.67,21.82,1.77
2013.0,8.0,18.0,18.2,2013-01-18,23.5,37.33,21.97,1.7
2013.0,8.0,19.0,16.8,2013-01-19,24.8,56.0,20.13,2.78
2013.0,8.0,20.0,17.0,2013-01-20,24.6,53.33,20.39,2.62
2013.0,8.0,21.0,17.0,2013-01-21,24.6,53.33,20.39,2.62
2013.0,8.0,22.0,15.2,2013-01-22,26.2,77.33,18.48,4.18
2013.0,8.0,23.0,13.4,2013-01-23,27.9,101.33,16.82,6.02
2013.0,8.0,24.0,13.6,2013-01-24,27.7,98.67,17.0,5.8
2013.0,8.0,25.0,15.1,2013-01-25,26.3,78.67,18.37,4.28
2013.0,8.0,26.0,17.2,2013-01-26,24.4,50.67,20.66,2.45
2013.0,8.0,27.0,18.3,2013-01-27,23.4,36.0,22.13,1.63
2013.0,8.0,28.0,17.7,2013-01-28,24.0,44.0,21.22,2.07
2013.0,8.0,29.0,15.0,2013-01-29,26.4,80.0,18.27,4.38
2013.0,8.0,30.0,14.7,2013-01-30,26.7,84.0,17.96,4.68
2013.0,8.0,31.0,15.2,2013-01-31,26.2,77.33,18.48,4.18
2013.0,9.0,1.0,13.6,2013-01-01,27.7,98.67,17.0,5.8
2013.0,9.0,2.0,11.9,2013-01-02,29.2,121.33,15.75,7.7
2013.0,9.0,3.0,13.6,2013-01-03,27.7,98.67,17.0,5.8
2013.0,9.0,4.0,16.0,2013-01-04,25.5,66.67,19.27,3.46
2013.0,9.0,5.0,16.9,2013-01-05,24.7,54.67,20.26,2.7
2013.0,9.0,6.0,16.2,2013-01-06,25.3,64.0,19.51,3.28
2013.0,9.0,7.0,17.4,2013-01-07,24.3,48.0,20.8,2.31
2013.0,9.0,8.0,17.0,2013-01-08,24.6,53.33,20.39,2.62
2013.0,9.0,9.0,14.6,2013-01-09,26.8,85.33,17.85,4.78
2013.0,9.0,10.0,16.6,2013-01-10,25.0,58.67,19.88,2.95
2013.0,9.0,11.0,15.9,2013-01-11,25.6,68.0,19.15,3.55
2013.0,9.0,12.0,15.0,2013-01-12,26.4,80.0,18.27,4.38
2013.0,9.0,13.0,14.5,2013-01-13,26.9,86.67,17.75,4.88
2013.0,9.0,14.0,14.6,2013-01-14,26.8,85.33,17.85,4.78
2013.0,9.0,15.0,14.9,2013-01-15,26.5,81.33,18.16,4.48
2013.0,9.0,16.0,14.2,2013-01-16,27.1,90.67,17.56,5.16
2013.0,9.0,17.0,11.1,2013-01-17,29.9,132.0,15.23,8.67
2013.0,9.0,18.0,11.1,2013-01-18,29.9,132.0,15.23,8.67
2013.0,9.0,19.0,9.5,2013-01-19,31.4,153.33,14.23,10.78
2013.0,9.0,20.0,11.2,2013-01-20,29.8,130.67,15.3,8.54
2013.0,9.0,21.0,11.2,2013-01-21,29.8,130.67,15.3,8.54
2013.0,9.0,22.0,10.5,2013-01-22,30.5,140.0,14.81,9.45
2013.0,9.0,23.0,9.8,2013-01-23,31.1,149.33,14.42,10.36
2013.0,9.0,24.0,6.7,2013-01-24,33.9,190.67,12.85,14.84
2013.0,9.0,25.0,4.5,2013-01-25,35.9,220.0,11.93,18.44
2013.0,9.0,26.0,4.4,2013-01-26,36.0,221.33,11.89,18.61
2013.0,9.0,27.0,6.3,2013-01-27,34.3,196.0,12.65,15.49
2013.0,9.0,28.0,7.2,2013-01-28,33.5,184.0,13.05,14.1
2013.0,9.0,29.0,7.3,2013-01-29,33.4,182.67,13.1,13.94
2013.0,9.0,30.0,6.8,2013-01-30,33.8,189.33,12.9,14.68
2013.0,10.0,1.0,4.0,2013-01-01,36.4,226.67,11.73,19.32
2013.0,10.0,2.0,6.1,2013-01-02,34.5,198.67,12.56,15.82
2013.0,10.0,3.0,7.2,2013-01-03,33.5,184.0,13.05,14.1
2013.0,10.0,4.0,8.5,2013-01-04,32.3,166.67,13.7,12.17
2013.0,10.0,5.0,10.1,2013-01-05,30.8,145.33,14.61,9.95
2013.0,10.0,6.0,9.8,2013-01-06,31.1,149.33,14.42,10.36
2013.0,10.0,7.0,13.8,2013-01-07,27.5,96.0,17.18,5.59
2013.0,10.0,8.0,14.1,2013-01-08,27.2,92.0,17.46,5.27
2013.0,10.0,9.0,12.3,2013-01-09,28.9,116.0,15.98,7.26
2013.0,10.0,10.0,8.6,2013-01-10,32.2,165.33,13.75,12.02
2013.0,10.0,11.0,5.6,2013-01-11,34.9,205.33,12.37,16.6
2013.0,10.0,12.0,7.0,2013-01-12,33.6,186.67,13.0,14.36
2013.0,10.0,13.0,7.2,2013-01-13,33.5,184.0,13.05,14.1
2013.0,10.0,14.0,7.2,2013-01-14,33.5,184.0,13.05,14.1
2013.0,10.0,15.0,6.9,2013-01-15,33.7,188.0,12.95,14.52
2013.0,10.0,16.0,4.9,2013-01-16,35.5,214.67,12.1,17.74
2013.0,10.0,17.0,5.4,2013-01-17,35.1,208.0,12.28,16.94
2013.0,10.0,18.0,1.6,2013-01-18,38.5,258.67,10.94,23.64
2013.0,10.0,19.0,0.9,2013-01-19,39.2,268.0,10.7,25.05
2013.0,10.0,20.0,-2.4,2013-01-20,41.7,312.0,9.93,31.42
2013.0,10.0,21.0,-0.9,2013-01-21,40.6,292.0,10.25,28.49
