Year,Month,Day,Temperature,Date,Radiator_Temperature,Heatloss_kWh_day,COP,Pump_Electricity_kWh_day
2008.0,1.0,1.0,1.0,2008-01-01,39.1,266.67,10.73,24.85
2008.0,1.0,2.0,0.0,2008-01-02,40.0,280.0,10.44,26.82
2008.0,1.0,3.0,-1.5,2008-01-03,41.1,300.0,10.1,29.7
2008.0,1.0,4.0,-1.9,2008-01-04,41.4,305.33,10.02,30.47
2008.0,1.0,5.0,-1.6,2008-01-05,41.1,301.33,10.1,29.83
2008.0,1.0,6.0,0.0,2008-01-06,40.0,280.0,10.44,26.82
2008.0,1.0,7.0,1.3,2008-01-07,38.8,262.67,10.83,24.25
2008.0,1.0,8.0,1.4,2008-01-08,38.7,261.33,10.87,24.04
2008.0,1.0,9.0,1.8,2008-01-09,38.3,256.0,11.01,23.25
2008.0,1.0,10.0,2.4,2008-01-10,37.8,248.0,11.19,22.16
2008.0,1.0,11.0,4.4,2008-01-11,36.0,221.33,11.89,18.61
2008.0,1.0,12.0,3.4,2008-01-12,36.9,234.67,11.53,20.35
2008.0,1.0,13.0,1.9,2008-01-13,38.2,254.67,11.04,23.07
2008.0,1.0,14.0,4.0,2008-01-14,36.4,226.67,11.73,19.32
2008.0,1.0,15.0,3.9,2008-01-15,36.4,228.0,11.73,19.44
2008.0,1.0,16.0,4.4,2008-01-16,36.0,221.33,11.89,18.61
2008.0,1.0,17.0,4.8,2008-01-17,35.6,216.0,12.06,17.91
2008.0,1.0,18.0,2.9,2008-01-18,37.3,241.33,11.37,21.23
2008.0,1.0,19.0,4.0,2008-01-19,36.4,226.67,11.73,19.32
2008.0,1.0,20.0,2.3,2008-01-20,37.9,249.33,11.15,22.36
2008.0,1.0,21.0,1.1,2008-01-21,39.0,265.33,10.76,24.66
2008.0,1.0,22.0,-1.1,2008-01-22,40.8,294.67,10.19,28.92
2008.0,1.0,23.0,-3.8,2008-01-23,42.8,330.67,9.63,34.34
2008.0,1.0,24.0,3.3,2008-01-24,37.0,236.0,11.49,20.54
2008.0,1.0,25.0,3.1,2008-01-25,37.2,238.67,11.41,20.92
2008.0,1.0,26.0,0.9,2008-01-26,39.2,268.0,10.7,25.05
2008.0,1.0,27.0,0.3,2008-01-27,39.7,276.0,10.53,26.21
2008.0,1.0,28.0,0.2,2008-01-28,39.8,277.33,10.5,26.41
2008.0,1.0,29.0,5.1,2008-01-29,35.4,212.0,12.15,17.45
2008.0,1.0,30.0,0.6,2008-01-30,39.4,272.0,10.63,25.59
2008.0,1.0,31.0,-0.4,2008-01-31,40.3,285.33,10.34,27.59
2008.0,2.0,1.0,2.3,2008-01-01,37.9,249.33,11.15,22.36
2008.0,2.0,2.0,0.6,2008-01-02,39.4,272.0,10.63,25.59
2008.0,2.0,3.0,-1.2,2008-01-03,40.8,296.0,10.19,29.05
2008.0,2.0,4.0,2.0,2008-01-04,38.2,253.33,11.04,22.95
2008.0,2.0,5.0,1.8,2008-01-05,38.3,256.0,11.01,23.25
2008.0,2.0,6.0,2.9,2008-01-06,37.3,241.33,11.37,21.23
2008.0,2.0,7.0,1.9,2008-01-07,38.2,254.67,11.04,23.07
2008.0,2.0,8.0,2.8,2008-01-08,37.4,242.67,11.33,21.42
2008.0,2.0,9.0,5.0,2008-01-09,35.4,213.33,12.15,17.56
2008.0,2.0,10.0,2.8,2008-01-10,37.4,242.67,11.33,21.42
2008.0,2.0,11.0,1.3,2008-01-11,38.8,262.67,10.83,24.25
2008.0,2.0,12.0,-0.3,2008-01-12,40.2,284.0,10.38,27.36
2008.0,2.0,13.0,2.4,2008-01-13,37.8,248.0,11.19,22.16
2008.0,2.0,14.0,-0.8,2008-01-14,40.6,290.67,10.25,28.36
2008.0,2.0,15.0,-4.2,2008-01-15,43.0,336.0,9.58,35.07
2008.0,2.0,16.0,-4.5,2008-01-16,43.3,340.0,9.5,35.79
2008.0,2.0,17.0,3.8,2008-01-17,36.5,229.33,11.68,19.63
2008.0,2.0,18.0,5.0,2008-01-18,35.4,213.33,12.15,17.56
2008.0,2.0,19.0,1.1,2008-01-19,39.0,265.33,10.76,24.66
2008.0,2.0,20.0,0.6,2008-01-20,39.4,272.0,10.63,25.59
2008.0,2.0,21.0,3.1,2008-01-21,37.2,238.67,11.41,20.92
2008.0,2.0,22.0,6.4,2008-01-22,34.2,194.67,12.7,15.33
2008.0,2.0,23.0,4.0,2008-01-23,36.4,226.67,11.73,19.32
2008.0,2.0,24.0,6.8,2008-01-24,33.8,189.33,12.9,14.68
2008.0,2.0,25.0,4.8,2008-01-25,35.6,216.0,12.06,17.91
2008.0,2.0,26.0,2.8,2008-01-26,37.4,242.67,11.33,21.42
2008.0,2.0,27.0,4.5,2008-01-27,35.9,220.0,11.93,18.44
2008.0,2.0,28.0,2.8,2008-01-28,37.4,242.67,11.33,21.42
2008.0,2.0,29.0,2.9,2008-01-29,37.3,241.33,11.37,21.23
2008.0,3.0,1.0,2.1,2008-01-01,38.1,252.0,11.08,22.74
2008.0,3.0,2.0,0.9,2008-01-02,39.2,268.0,10.7,25.05
2008.0,3.0,3.0,0.2,2008-01-03,39.8,277.33,10.5,26.41
2008.0,3.0,4.0,-1.0,2008-01-04,40.7,293.33,10.22,28.7
2008.0,3.0,5.0,-1.0,2008-01-05,40.7,293.33,10.22,28.7
2008.0,3.0,6.0,3.5,2008-01-06,36.8,233.33,11.57,20.17
2008.0,3.0,7.0,2.4,2008-01-07,37.8,248.0,11.19,22.16
2008.0,3.0,8.0,4.4,2008-01-08,36.0,221.33,11.89,18.61
2008.0,3.0,9.0,4.8,2008-01-09,35.6,216.0,12.06,17.91
2008.0,3.0,10.0,5.2,2008-01-10,35.3,210.67,12.19,17.28
2008.0,3.0,11.0,5.0,2008-01-11,35.4,213.33,12.15,17.56
2008.0,3.0,12.0,4.3,2008-01-12,36.1,222.67,11.85,18.79
2008.0,3.0,13.0,2.2,2008-01-13,38.0,250.67,11.11,22.56
2008.0,3.0,14.0,1.9,2008-01-14,38.2,254.67,11.04,23.07
2008.0,3.0,15.0,1.7,2008-01-15,38.4,257.33,10.97,23.46
2008.0,3.0,16.0,2.6,2008-01-16,37.6,245.33,11.26,21.79
2008.0,3.0,17.0,0.9,2008-01-17,39.2,268.0,10.7,25.05
2008.0,3.0,18.0,0.0,2008-01-18,40.0,280.0,10.44,26.82
2008.0,3.0,19.0,-1.1,2008-01-19,40.8,294.67,10.19,28.92
2008.0,3.0,20.0,-2.7,2008-01-20,41.9,316.0,9.88,31.98
2008.0,3.0,21.0,-3.0,2008-01-21,42.2,320.0,9.79,32.69
2008.0,3.0,22.0,-5.2,2008-01-22,43.8,349.33,9.38,37.24
2008.0,3.0,23.0,-6.7,2008-01-23,44.9,369.33,9.11,40.54
2008.0,3.0,24.0,-4.9,2008-01-24,43.6,345.33,9.43,36.62
2008.0,3.0,25.0,-1.3,2008-01-25,40.9,297.33,10.16,29.26
2008.0,3.0,26.0,-1.1,2008-01-26,40.8,294.67,10.19,28.92
2008.0,3.0,27.0,-0.1,2008-01-27,40.0,281.33,10.44,26.95
2008.0,3.0,28.0,0.9,2008-01-28,39.2,268.0,10.7,25.05
2008.0,3.0,29.0,4.9,2008-01-29,35.5,214.67,12.1,17.74
2008.0,3.0,30.0,6.7,2008-01-30,33.9,190.67,12.85,14.84
2008.0,3.0,31.0,8.0,2008-01-31,32.7,173.33,13.47,12.87
2008.0,4.0,1.0,7.2,2008-01-01,33.5,184.0,13.05,14.1
2008.0,4.0,2.0,7.3,2008-01-02,33.4,182.67,13.1,13.94
2008.0,4.0,3.0,2.1,2008-01-03,38.1,252.0,11.08,22.74
2008.0,4.0,4.0,5.3,2008-01-04,35.2,209.33,12.24,17.1
2008.0,4.0,5.0,7.6,2008-01-05,33.1,178.67,13.26,13.47
2008.0,4.0,6.0,5.2,2008-01-06,35.3,210.67,12.19,17.28
2008.0,4.0,7.0,4.8,2008-01-07,35.6,216.0,12.06,17.91
2008.0,4.0,8.0,1.8,2008-01-08,38.3,256.0,11.01,23.25
2008.0,4.0,9.0,0.4,2008-01-09,39.6,274.67,10.57,25.99
2008.0,4.0,10.0,1.6,2008-01-10,38.5,258.67,10.94,23.64
2008.0,4.0,11.0,2.2,2008-01-11,38.0,250.67,11.11,22.56
2008.0,4.0,12.0,3.1,2008-01-12,37.2,238.67,11.41,20.92
2008.0,4.0,13.0,2.0,2008-01-13,38.2,253.33,11.04,22.95
2008.0,4.0,14.0,3.5,2008-01-14,36.8,233.33,11.57,20.17
2008.0,4.0,15.0,5.8,2008-01-15,34.7,202.67,12.46,16.27
2008.0,4.0,16.0,4.7,2008-01-16,35.7,217.33,12.02,18.08
2008.0,4.0,17.0,4.6,2008-01-17,35.8,218.67,11.97,18.27
2008.0,4.0,18.0,5.2,2008-01-18,35.3,210.67,12.19,17.28
2008.0,4.0,19.0,4.8,2008-01-19,35.6,216.0,12.06,17.91
2008.0,4.0,20.0,6.1,2008-01-20,34.5,198.67,12.56,15.82
2008.0,4.0,21.0,7.1,2008-01-21,33.6,185.33,13.0,14.26
2008.0,4.0,22.0,5.8,2008-01-22,34.7,202.67,12.46,16.27
2008.0,4.0,23.0,9.1,2008-01-23,31.7,158.67,14.05,11.29
2008.0,4.0,24.0,11.7,2008-01-24,29.4,124.0,15.6,7.95
2008.0,4.0,25.0,12.5,2008-01-25,28.7,113.33,16.14,7.02
2008.0,4.0,26.0,12.3,2008-01-26,28.9,116.0,15.98,7.26
2008.0,4.0,27.0,12.2,2008-01-27,28.9,117.33,15.98,7.34
2008.0,4.0,28.0,13.7,2008-01-28,27.6,97.33,17.09,5.7
2008.0,4.0,29.0,13.9,2008-01-29,27.4,94.67,17.27,5.48
2008.0,4.0,30.0,13.8,2008-01-30,27.5,96.0,17.18,5.59
2008.0,5.0,1.0,12.2,2008-01-01,28.9,117.33,15.98,7.34
2008.0,5.0,2.0,10.4,2008-01-02,30.6,141.33,14.75,9.58
2008.0,5.0,3.0,11.7,2008-01-03,29.4,124.0,15.6,7.95
2008.0,5.0,4.0,12.5,2008-01-04,28.7,113.33,16.14,7.02
2008.0,5.0,5.0,11.9,2008-01-05,29.2,121.33,15.75,7.7
2008.0,5.0,6.0,10.3,2008-01-06,30.7,142.67,14.68,9.72
2008.0,5.0,7.0,11.6,2008-01-07,29.5,125.33,15.52,8.08
2008.0,5.0,8.0,14.2,2008-01-08,27.1,90.67,17.56,5.16
2008.0,5.0,9.0,15.9,2008-01-09,25.6,68.0,19.15,3.55
2008.0,5.0,10.0,18.7,2008-01-10,23.1,30.67,22.61,1.36
2008.0,5.0,11.0,18.2,2008-01-11,23.5,37.33,21.97,1.7
2008.0,5.0,12.0,8.6,2008-01-12,32.2,165.33,13.75,12.02
2008.0,5.0,13.0,7.0,2008-01-13,33.6,186.67,13.0,14.36
2008.0,5.0,14.0,5.7,2008-01-14,34.8,204.0,12.42,16.43
2008.0,5.0,15.0,6.9,2008-01-15,33.7,188.0,12.95,14.52
2008.0,5.0,16.0,7.2,2008-01-16,33.5,184.0,13.05,14.1
2008.0,5.0,17.0,5.8,2008-01-17,34.7,202.67,12.46,16.27
2008.0,5.0,18.0,4.7,2008-01-18,35.7,217.33,12.02,18.08
2008.0,5.0,19.0,6.6,2008-01-19,34.0,192.0,12.8,15.0
2008.0,5.0,20.0,7.1,2008-01-20,33.6,185.33,13.0,14.26
2008.0,5.0,21.0,8.7,2008-01-21,32.1,164.0,13.81,11.88
2008.0,5.0,22.0,10.4,2008-01-22,30.6,141.33,14.75,9.58
2008.0,5.0,23.0,10.9,2008-01-23,30.1,134.67,15.09,8.92
2008.0,5.0,24.0,10.3,2008-01-24,30.7,142.67,14.68,9.72
2008.0,5.0,25.0,12.8,2008-01-25,28.4,109.33,16.39,6.67
2008.0,5.0,26.0,13.4,2008-01-26,27.9,101.33,16.82,6.02
2008.0,5.0,27.0,12.2,2008-01-27,28.9,117.33,15.98,7.34
2008.0,5.0,28.0,14.4,2008-01-28,27.0,88.0,17.66,4.98
2008.0,5.0,29.0,18.7,2008-01-29,23.1,30.67,22.61,1.36
2008.0,5.0,30.0,18.7,2008-01-30,23.1,30.67,22.61,1.36
2008.0,5.0,31.0,18.9,2008-01-31,22.9,28.0,22.95,1.22
2008.0,6.0,1.0,20.5,2008-01-01,21.5,6.67,25.62,0.26
2008.0,6.0,2.0,17.3,2008-01-02,24.3,49.33,20.8,2.37
2008.0,6.0,3.0,16.2,2008-01-03,25.3,64.0,19.51,3.28
2008.0,6.0,4.0,17.4,2008-01-04,24.3,48.0,20.8,2.31
2008.0,6.0,5.0,20.3,2008-01-05,21.6,9.33,25.41,0.37
2008.0,6.0,6.0,22.4,2008-01-06,0.0,0.0,0.0,0.0
2008.0,6.0,7.0,19.8,2008-01-07,22.1,16.0,24.4,0.66
2008.0,6.0,8.0,21.6,2008-01-08,0.0,0.0,0.0,0.0
2008.0,6.0,9.0,18.7,2008-01-09,23.1,30.67,22.61,1.36
2008.0,6.0,10.0,18.1,2008-01-10,23.6,38.67,21.82,1.77
2008.0,6.0,11.0,10.6,2008-01-11,30.4,138.67,14.88,9.32
2008.0,6.0,12.0,11.0,2008-01-12,30.0,133.33,15.16,8.79
2008.0,6.0,13.0,13.3,2008-01-13,28.0,102.67,16.73,6.14
2008.0,6.0,14.0,11.3,2008-01-14,29.8,129.33,15.3,8.45
2008.0,6.0,15.0,13.3,2008-01-15,28.0,102.67,16.73,6.14
2008.0,6.0,16.0,10.9,2008-01-16,30.1,134.67,15.09,8.92
2008.0,6.0,17.0,13.2,2008-01-17,28.0,104.0,16.73,6.22
2008.0,6.0,18.0,15.2,2008-01-18,26.2,77.33,18.48,4.18
2008.0,6.0,19.0,17.1,2008-01-19,24.5,52.0,20.53,2.53
2008.0,6.0,20.0,16.4,2008-01-20,25.2,61.33,19.63,3.12
2008.0,6.0,21.0,14.6,2008-01-21,26.8,85.33,17.85,4.78
2008.0,6.0,22.0,16.2,2008-01-22,25.3,64.0,19.51,3.28
2008.0,6.0,23.0,15.7,2008-01-23,25.8,70.67,18.92,3.74
2008.0,6.0,24.0,14.7,2008-01-24,26.7,84.0,17.96,4.68
2008.0,6.0,25.0,14.5,2008-01-25,26.9,86.67,17.75,4.88
2008.0,6.0,26.0,16.3,2008-01-26,25.2,62.67,19.63,3.19
2008.0,6.0,27.0,17.4,2008-01-27,24.3,48.0,20.8,2.31
2008.0,6.0,28.0,14.4,2008-01-28,27.0,88.0,17.66,4.98
2008.0,6.0,29.0,15.4,2008-01-29,26.1,74.67,18.59,4.02
2008.0,6.0,30.0,14.6,2008-01-30,26.8,85.33,17.85,4.78
2008.0,7.0,1.0,16.7,2008-01-01,24.9,57.33,20.0,2.87
2008.0,7.0,2.0,17.2,2008-01-02,24.4,50.67,20.66,2.45
2008.0,7.0,3.0,18.1,2008-01-03,23.6,38.67,21.82,1.77
2008.0,7.0,4.0,21.0,2008-01-04,0.0,0.0,0.0,0.0
2008.0,7.0,5.0,15.6,2008-01-05,25.9,72.0,18.81,3.83
2008.0,7.0,6.0,13.7,2008-01-06,27.6,97.33,17.09,5.7
2008.0,7.0,7.0,11.1,2008-01-07,29.9,132.0,15.23,8.67
2008.0,7.0,8.0,13.3,2008-01-08,28.0,102.67,16.73,6.14
2008.0,7.0,9.0,15.6,2008-01-09,25.9,72.0,18.81,3.83
2008.0,7.0,10.0,19.1,2008-01-10,22.7,25.33,23.3,1.09
2008.0,7.0,11.0,18.2,2008-01-11,23.5,37.33,21.97,1.7
2008.0,7.0,12.0,18.3,2008-01-12,23.4,36.0,22.13,1.63
2008.0,7.0,13.0,17.7,2008-01-13,24.0,44.0,21.22,2.07
2008.0,7.0,14.0,17.8,2008-01-14,23.9,42.67,21.37,2.0
2008.0,7.0,15.0,18.8,2008-01-15,23.0,29.33,22.78,1.29
2008.0,7.0,16.0,18.5,2008-01-16,23.3,33.33,22.29,1.5
2008.0,7.0,17.0,15.2,2008-01-17,26.2,77.33,18.48,4.18
2008.0,7.0,18.0,16.2,2008-01-18,25.3,64.0,19.51,3.28
2008.0,7.0,19.0,17.8,2008-01-19,23.9,42.67,21.37,2.0
2008.0,7.0,20.0,19.0,2008-01-20,22.8,26.67,23.12,1.15
2008.0,7.0,21.0,16.4,2008-01-21,25.2,61.33,19.63,3.12
2008.0,7.0,22.0,17.7,2008-01-22,24.0,44.0,21.22,2.07
2008.0,7.0,23.0,19.2,2008-01-23,22.6,24.0,23.47,1.02
2008.0,7.0,24.0,21.7,2008-01-24,0.0,0.0,0.0,0.0
2008.0,7.0,25.0,22.4,2008-01-25,0.0,0.0,0.0,0.0
2008.0,7.0,26.0,24.0,2008-01-26,0.0,0.0,0.0,0.0
2008.0,7.0,27.0,23.6,2008-01-27,0.0,0.0,0.0,0.0
2008.0,7.0,28.0,21.3,2008-01-28,0.0,0.0,0.0,0.0
2008.0,7.0,29.0,19.9,2008-01-29,22.0,14.67,24.6,0.6
2008.0,7.0,30.0,19.6,2008-01-30,22.3,18.67,24.02,0.78
2008.0,7.0,31.0,20.4,2008-01-31,21.5,8.0,25.62,0.31
2008.0,8.0,1.0,19.8,2008-01-01,22.1,16.0,24.4,0.66
2008.0,8.0,2.0,16.7,2008-01-02,24.9,57.33,20.0,2.87
2008.0,8.0,3.0,17.5,2008-01-03,24.2,46.67,20.94,2.23
2008.0,8.0,4.0,15.5,2008-01-04,26.0,73.33,18.7,3.92
2008.0,8.0,5.0,12.6,2008-01-05,28.6,112.0,16.22,6.91
2008.0,8.0,6.0,15.0,2008-01-06,26.4,80.0,18.27,4.38
2008.0,8.0,7.0,15.1,2008-01-07,26.3,78.67,18.37,4.28
2008.0,8.0,8.0,14.8,2008-01-08,26.6,82.67,18.06,4.58
2008.0,8.0,9.0,14.8,2008-01-09,26.6,82.67,18.06,4.58
2008.0,8.0,10.0,14.6,2008-01-10,26.8,85.33,17.85,4.78
2008.0,8.0,11.0,17.1,2008-01-11,24.5,52.0,20.53,2.53
2008.0,8.0,12.0,17.9,2008-01-12,23.8,41.33,21.52,1.92
2008.0,8.0,13.0,18.0,2008-01-13,23.7,40.0,21.67,1.85
2008.0,8.0,14.0,15.4,2008-01-14,26.1,74.67,18.59,4.02
2008.0,8.0,15.0,17.0,2008-01-15,24.6,53.33,20.39,2.62
2008.0,8.0,16.0,15.2,2008-01-16,26.2,77.33,18.48,4.18
2008.0,8.0,17.0,13.6,2008-01-17,27.7,98.67,17.0,5.8
2008.0,8.0,18.0,15.4,2008-01-18,26.1,74.67,18.59,4.02
2008.0,8.0,19.0,17.1,2008-01-19,24.5,52.0,20.53,2.53
2008.0,8.0,20.0,17.2,2008-01-20,24.4,50.67,20.66,2.45
2008.0,8.0,21.0,15.7,2008-01-21,25.8,70.67,18.92,3.74
2008.0,8.0,22.0,15.1,2008-01-22,26.3,78.67,18.37,4.28
2008.0,8.0,23.0,13.6,2008-01-23,27.7,98.67,17.0,5.8
2008.0,8.0,24.0,13.2,2008-01-24,28.0,104.0,16.73,6.22
2008.0,8.0,25.0,13.8,2008-01-25,27.5,96.0,17.18,5.59
2008.0,8.0,26.0,13.4,2008-01-26,27.9,101.33,16.82,6.02
2008.0,8.0,27.0,15.8,2008-01-27,25.7,69.33,19.04,3.64
2008.0,8.0,28.0,14.5,2008-01-28,26.9,86.67,17.75,4.88
2008.0,8.0,29.0,11.3,2008-01-29,29.8,129.33,15.3,8.45
2008.0,8.0,30.0,12.8,2008-01-30,28.4,109.33,16.39,6.67
2008.0,8.0,31.0,10.8,2008-01-31,30.2,136.0,15.02,9.05
2008.0,9.0,1.0,12.0,2008-01-01,29.1,120.0,15.82,7.59
2008.0,9.0,2.0,14.5,2008-01-02,26.9,86.67,17.75,4.88
2008.0,9.0,3.0,16.0,2008-01-03,25.5,66.67,19.27,3.46
2008.0,9.0,4.0,15.1,2008-01-04,26.3,78.67,18.37,4.28
2008.0,9.0,5.0,14.8,2008-01-05,26.6,82.67,18.06,4.58
2008.0,9.0,6.0,11.6,2008-01-06,29.5,125.33,15.52,8.08
2008.0,9.0,7.0,13.1,2008-01-07,28.1,105.33,16.64,6.33
2008.0,9.0,8.0,12.7,2008-01-08,28.5,110.67,16.31,6.79
2008.0,9.0,9.0,10.3,2008-01-09,30.7,142.67,14.68,9.72
2008.0,9.0,10.0,11.2,2008-01-10,29.8,130.67,15.3,8.54
2008.0,9.0,11.0,11.8,2008-01-11,29.3,122.67,15.67,7.83
2008.0,9.0,12.0,8.6,2008-01-12,32.2,165.33,13.75,12.02
2008.0,9.0,13.0,8.3,2008-01-13,32.5,169.33,13.58,12.47
2008.0,9.0,14.0,9.2,2008-01-14,31.7,157.33,14.05,11.2
2008.0,9.0,15.0,8.5,2008-01-15,32.3,166.67,13.7,12.17
2008.0,9.0,16.0,8.7,2008-01-16,32.1,164.0,13.81,11.88
2008.0,9.0,17.0,8.0,2008-01-17,32.7,173.33,13.47,12.87
2008.0,9.0,18.0,8.2,2008-01-18,32.6,170.67,13.53,12.61
2008.0,9.0,19.0,10.0,2008-01-19,30.9,146.67,14.55,10.08
2008.0,9.0,20.0,11.2,2008-01-20,29.8,130.67,15.3,8.54
2008.0,9.0,21.0,8.6,2008-01-21,32.2,165.33,13.75,12.02
2008.0,9.0,22.0,8.8,2008-01-22,32.0,162.67,13.87,11.73
2008.0,9.0,23.0,10.8,2008-01-23,30.2,136.0,15.02,9.05
2008.0,9.0,24.0,10.5,2008-01-24,30.5,140.0,14.81,9.45
2008.0,9.0,25.0,10.5,2008-01-25,30.5,140.0,14.81,9.45
2008.0,9.0,26.0,11.1,2008-01-26,29.9,132.0,15.23,8.67
2008.0,9.0,27.0,12.1,2008-01-27,29.0,118.67,15.9,7.46
2008.0,9.0,28.0,10.7,2008-01-28,30.3,137.33,14.95,9.19
2008.0,9.0,29.0,7.2,2008-01-29,33.5,184.0,13.05,14.1
2008.0,9.0,30.0,6.9,2008-01-30,33.7,188.0,12.95,14.52
2008.0,10.0,1.0,9.0,2008-01-01,31.8,160.0,13.99,11.44
2008.0,10.0,2.0,7.9,2008-01-02,32.8,174.67,13.42,13.02
2008.0,10.0,3.0,5.7,2008-01-03,34.8,204.0,12.42,16.43
2008.0,10.0,4.0,7.7,2008-01-04,33.0,177.33,13.31,13.32
2008.0,10.0,5.0,6.8,2008-01-05,33.8,189.33,12.9,14.68
2008.0,10.0,6.0,7.5,2008-01-06,33.2,180.0,13.2,13.64
2008.0,10.0,7.0,5.3,2008-01-07,35.2,209.33,12.24,17.1
2008.0,10.0,8.0,6.6,2008-01-08,34.0,192.0,12.8,15.0
2008.0,10.0,9.0,8.5,2008-01-09,32.3,166.67,13.7,12.17
2008.0,10.0,10.0,9.9,2008-01-10,31.0,148.0,14.48,10.22
2008.0,10.0,11.0,12.6,2008-01-11,28.6,112.0,16.22,6.91
2008.0,10.0,12.0,10.4,2008-01-12,30.6,141.33,14.75,9.58
2008.0,10.0,13.0,10.1,2008-01-13,30.8,145.33,14.61,9.95
2008.0,10.0,14.0,10.0,2008-01-14,30.9,146.67,14.55,10.08
2008.0,10.0,15.0,5.7,2008-01-15,34.8,204.0,12.42,16.43
2008.0,10.0,16.0,7.7,2008-01-16,33.0,177.33,13.31,13.32
2008.0,10.0,17.0,6.1,2008-01-17,34.5,198.67,12.56,15.82
2008.0,10.0,18.0,5.7,2008-01-18,34.8,204.0,12.42,16.43
2008.0,10.0,19.0,8.1,2008-01-19,32.6,172.0,13.53,12.71
2008.0,10.0,20.0,9.0,2008-01-20,31.8,160.0,13.99,11.44
2008.0,10.0,21.0,10.6,2008-01-21,30.4,138.67,14.88,9.32
2008.0,10.0,22.0,8.1,2008-01-22,32.6,172.0,13.53,12.71
2008.0,10.0,23.0,7.3,2008-01-23,33.4,182.67,13.1,13.94
2008.0,10.0,24.0,10.6,2008-01-24,30.4,138.67,14.88,9.32
2008.0,10.0,25.0,9.1,2008-01-25,31.7,158.67,14.05,11.29
2008.0,10.0,26.0,9.4,2008-01-26,31.5,154.67,14.17,10.92
2008.0,10.0,27.0,7.1,2008-01-27,33.6,185.33,13.0,14.26
2008.0,10.0,28.0,3.9,2008-01-28,36.4,228.0,11.73,19.44
2008.0,10.0,29.0,1.4,2008-01-29,38.7,261.33,10.87,24.04
2008.0,10.0,30.0,1.5,2008-01-30,38.6,260.0,10.9,23.85
2008.0,10.0,31.0,2.8,2008-01-31,37.4,242.67,11.33,21.42
2008.0,11.0,1.0,-0.9,2008-01-01,40.6,292.0,10.25,28.49
2008.0,11.0,2.0,1.3,2008-01-02,38.8,262.67,10.83,24.25
2008.0,11.0,3.0,3.2,2008-01-03,37.1,237.33,11.45,20.73
2008.0,11.0,4.0,3.7,2008-01-04,36.6,230.67,11.64,19.82
2008.0,11.0,5.0,0.2,2008-01-05,39.8,277.33,10.5,26.41
2008.0,11.0,6.0,0.2,2008-01-06,39.8,277.33,10.5,26.41
2008.0,11.0,7.0,0.8,2008-01-07,39.2,269.33,10.7,25.17
2008.0,11.0,8.0,6.4,2008-01-08,34.2,194.67,12.7,15.33
2008.0,11.0,9.0,7.6,2008-01-09,33.1,178.67,13.26,13.47
2008.0,11.0,10.0,6.4,2008-01-10,34.2,194.67,12.7,15.33
2008.0,11.0,11.0,3.7,2008-01-11,36.6,230.67,11.64,19.82
2008.0,11.0,12.0,5.8,2008-01-12,34.7,202.67,12.46,16.27
2008.0,11.0,13.0,3.9,2008-01-13,36.4,228.0,11.73,19.44
2008.0,11.0,14.0,4.0,2008-01-14,36.4,226.67,11.73,19.32
2008.0,11.0,15.0,7.0,2008-01-15,33.6,186.67,13.0,14.36
2008.0,11.0,16.0,2.5,2008-01-16,37.7,246.67,11.22,21.98
2008.0,11.0,17.0,-0.1,2008-01-17,40.0,281.33,10.44,26.95
2008.0,11.0,18.0,1.4,2008-01-18,38.7,261.33,10.87,24.04
2008.0,11.0,19.0,0.2,2008-01-19,39.8,277.33,10.5,26.41
2008.0,11.0,20.0,-0.9,2008-01-20,40.6,292.0,10.25,28.49
2008.0,11.0,21.0,-3.9,2008-01-21,42.8,332.0,9.63,34.48
2008.0,11.0,22.0,-3.3,2008-01-22,42.4,324.0,9.74,33.26
2008.0,11.0,23.0,-3.6,2008-01-23,42.6,328.0,9.69,33.85
2008.0,11.0,24.0,-2.3,2008-01-24,41.7,310.67,9.93,31.29
2008.0,11.0,25.0,-2.1,2008-01-25,41.5,308.0,9.99,30.83
2008.0,11.0,26.0,-1.6,2008-01-26,41.1,301.33,10.1,29.83
2008.0,11.0,27.0,5.9,2008-01-27,34.6,201.33,12.51,16.09
2008.0,11.0,28.0,5.2,2008-01-28,35.3,210.67,12.19,17.28
2008.0,11.0,29.0,4.0,2008-01-29,36.4,226.67,11.73,19.32
2008.0,11.0,30.0,3.1,2008-01-30,37.2,238.67,11.41,20.92
2008.0,12.0,1.0,1.7,2008-01-01,38.4,257.33,10.97,23.46
2008.0,12.0,2.0,3.7,2008-01-02,36.6,230.67,11.64,19.82
2008.0,12.0,3.0,2.5,2008-01-03,37.7,246.67,11.22,21.98
2008.0,12.0,4.0,0.4,2008-01-04,39.6,274.67,10.57,25.99
2008.0,12.0,5.0,1.2,2008-01-05,38.9,264.0,10.8,24.44
2008.0,12.0,6.0,2.2,2008-01-06,38.0,250.67,11.11,22.56
2008.0,12.0,7.0,0.7,2008-01-07,39.3,270.67,10.66,25.39
2008.0,12.0,8.0,1.5,2008-01-08,38.6,260.0,10.9,23.85
2008.0,12.0,9.0,1.8,2008-01-09,38.3,256.0,11.01,23.25
2008.0,12.0,10.0,0.2,2008-01-10,39.8,277.33,10.5,26.41
2008.0,12.0,11.0,0.9,2008-01-11,39.2,268.0,10.7,25.05
2008.0,12.0,12.0,1.5,2008-01-12,38.6,260.0,10.9,23.85
